name,address,latitude,longitude,category_large,category_small,source_file
굿모닝시티 쇼핑몰,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티쇼핑몰)",37.5668021171335,127.007358177138,생활/편의,쇼핑센터,large_scale_shop_seoul_cleaned.csv
"나진상가 17,18동","서울특별시 용산구 청파로 125, 나진상가 (한강로2가)",37.5338877777626,126.965427348582,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
롯데슈퍼 한남점(가맹점),"서울특별시 용산구 대사관로34길 26, 허준빌딩 1층 (한남동)",37.5320438475849,127.005678848091,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
롯데프레시 갈월점,서울특별시 한강대로77길 12,37.5422089700722,126.971894293496,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
국제센터아케이드,서울특별시 서초구 효령로 304,37.4847315992014,127.017803806463,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
(주)전자타운,서울특별시 용산구 청파로 113-12 (한강로2가),37.5341232226494,126.964261546914,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
아이파크몰(I PARK MALL),서울특별시 용산구 한강대로23길 55 (한강로3가),37.5297718014452,126.964741503485,생활/편의,쇼핑센터,large_scale_shop_seoul_cleaned.csv
LS Avenue,서울특별시 용산구 한강대로 92 (한강로2가),37.5281759339792,126.96752270323,생활/편의,그 밖의 대규모점포,large_scale_shop_seoul_cleaned.csv
선인상가,"서울특별시 용산구 새창로 181 (한강로2가, 선인상가)",37.5327172141732,126.965178191154,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
아이파크(I PARK)백화점,서울특별시 용산구 한강대로23길 55 (한강로3가),37.5297718014452,126.964741503485,생활/편의,백화점,large_scale_shop_seoul_cleaned.csv
만리시장,서울특별시 용산구 효창원로 270 (서계동),37.551333402833,126.963695982735,생활/편의,시장,large_scale_shop_seoul_cleaned.csv
신세계이마트미아점,서울 성북구 도봉로 17 이마트미아점,37.6109116140567,127.02985860184,생활/편의,대형마트,large_scale_shop_seoul_cleaned.csv
해밀톤 쇼핑몰,서울특별시 용산구 이태원로 179 (이태원동),37.5348143960679,126.993735204809,생활/편의,쇼핑센터,large_scale_shop_seoul_cleaned.csv
(주)에스와이에스홀딩스,서울특별시 용산구 청파로 74 (한강로3가),37.5327888550584,126.959558538475,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
나진산업 주식회사,"서울특별시 용산구 청파로 109, 나진상가 (한강로3가)",37.5336766816291,126.963363198566,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
원효전자상가,서울특별시 용산구 청파로 77 (원효로3가),37.5336635526062,126.960642404006,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
신동아 쇼핑센터,서울특별시 용산구 이촌로 352 (용산동6가),37.5173837456591,126.985175715456,생활/편의,쇼핑센터,large_scale_shop_seoul_cleaned.csv
전자타운,서울특별시 용산구 청파로 113-12 (한강로2가),37.5341232226494,126.964261546914,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
이태원시장,서울특별시 용산구 이태원로14길 6 (이태원동),37.5338183567696,126.990048373219,생활/편의,시장,large_scale_shop_seoul_cleaned.csv
(주)서부티엔디,"서울특별시 용산구 청파로 100, 12동 2층 (한강로3가)",37.5328993361638,126.962338876427,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
GS THE FRESH 용산해링턴점,"서울특별시 용산구 서빙고로 17, 용산해링턴스퀘어 C동 1층 111~115호 (한강로3가)",37.5269056148241,126.966566172294,생활/편의,복합쇼핑몰,large_scale_shop_seoul_cleaned.csv
나진전자월드상가,"서울특별시 용산구 청파로 109, 나진상가 14동 (한강로3가)",37.5336766816291,126.963363198566,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
GS THE FRESH 성동센트라스점,"서울특별시 성동구 왕십리로 410, 상가(L)동 지하1층 B102,B103호 (하왕십리동, 센트라스)",37.5666029325047,127.024082467223,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
파크에비뉴 엔터식스 한양대점,서울특별시 성동구 왕십리로 241 (행당동),37.5571686563914,127.040104919932,생활/편의,복합쇼핑몰,large_scale_shop_seoul_cleaned.csv
홈플러스(주) 익스프레스 왕십리점,서울특별시 성동구 왕십리로 333 (하왕십리동),37.562723999259,127.032571064368,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
자동차매매센타,"서울특별시 성동구 자동차시장1길 70 (용답동, 장안평중고자동차시장)",37.5603689173112,127.065148790474,생활/편의,전문점,large_scale_shop_seoul_cleaned.csv
한남하이츠상가,"서울특별시 성동구 독서당로 160, 한남하이츠아파트 (옥수동)",37.5402350277221,127.011739689498,생활/편의,슈퍼마켓,large_scale_shop_seoul_cleaned.csv
