상호명,주소,카테고리_대,카테고리_소,위도,경도
오구오구아이스크림할인점,서울특별시 서대문구 이화여대5길 35 35 영타운,생활/편의,슈퍼마켓,37.558127132448,126.943762146402
만다흐마켓,서울특별시 중구 을지로44길 6-9 6,생활/편의,슈퍼마켓,37.5657988437405,127.006021655727
아이스크림친구,서울특별시 송파구 거마로8길 6 6,생활/편의,슈퍼마켓,37.4946472821165,127.145603762524
닥터스피부과의원,서울특별시 은평구 통일로 750 750 경인빌딩,의료,피부/비뇨기과 의원,37.6123407319967,126.928669159044
요가세이지힐,서울특별시 용산구 한남대로18길 26 26,운동 시설,요가/필라테스 학원,37.5345430438098,127.008655344773
얼음사냥,서울특별시 관악구 법원단지길 37 37,생활/편의,슈퍼마켓,37.474464055665,126.919688481352
세븐일레븐,서울특별시 은평구 통일로 822 822,생활/편의,편의점,37.6173197830012,126.923227584503
뷰앤플의원,서울특별시 강남구 압구정로50길 14 14,의료,피부/비뇨기과 의원,37.5274283864846,127.037876263251
플젠24,서울특별시 강남구 테헤란로69길 8 8,생활/편의,편의점,37.5064743097142,127.052840031716
세븐일레븐수유대한점,서울특별시 강북구 수유로 79 79,생활/편의,편의점,37.6363985185865,127.022296657982
세븐상봉이노시티점,서울특별시 중랑구 망우로 353 353 상봉프레미어스엠코,생활/편의,편의점,37.598397571727,127.091428659263
빙아이스크림둔촌,서울특별시 강동구 명일로 172 172 둔촌푸르지오,생활/편의,슈퍼마켓,37.5341389083087,127.145069543876
뿜뿜아이스크림,서울특별시 중랑구 면목로85길 48 48 점포,생활/편의,슈퍼마켓,37.5928172404665,127.083586323447
어나더미트,서울특별시 송파구 석촌호수로 74 74 잠실엘타워,생활/편의,슈퍼마켓,37.50968967222,127.08566514176
얼음왕국상봉33,서울특별시 중랑구 상봉중앙로8길 104 104 데시앙태영아파트,생활/편의,슈퍼마켓,37.6042528980965,127.092851415302
서울정다움치과,서울특별시 관악구 법원단지길 12 12,의료,치과의원,37.4739226763756,126.918558557746
프로토콜쇼룸,서울특별시 마포구 어울마당로2길 13-4 13,생활/편의,반찬/식료품 소매업,37.5463374697934,126.920131971464
필라테스혜안,서울특별시 서대문구 연희로15길 83-9 83,운동 시설,요가/필라테스 학원,37.5704535027984,126.928482733397
신내탑마취통증의학과의원,서울특별시 중랑구 신내로 211 211 금강리빙스텔,의료,기타 의원,37.6163533191773,127.092673908406
해담하다,서울특별시 송파구 법원로 128 128 씨,운동 시설,요가/필라테스 학원,37.4868458170421,127.120487144417
먹고가세,서울특별시 관악구 관악로 192 192,생활/편의,반찬/식료품 소매업,37.4821858769877,126.953621654292
세븐논현보람점,서울특별시 강남구 논현로132길 15 15 JK빌딩,생활/편의,편의점,37.5152576287339,127.031807274159
아이스크림,서울특별시 은평구 증산로15길 29-1 29,생활/편의,슈퍼마켓,37.589857182345,126.909883880965
스마일마트,서울특별시 은평구 갈현로33길 10 10,생활/편의,슈퍼마켓,37.6206480344318,126.915329097336
렛츠핏,서울특별시 금천구 시흥대로153길 99 99 신평대일타운,운동 시설,헬스장,37.4757496886043,126.893357054786
지에스25솔라고세운점,서울특별시 중구 충무로2길 20 20,생활/편의,편의점,37.5623930906511,126.994238941286
크린토피아성북종암SK점,서울특별시 성북구 월곡로5길 85 85,생활/편의,세탁소,37.5997701793209,127.035308375429
디딤재활의학과의원,서울특별시 강동구 양재대로 1466 1466,의료,기타 의원,37.5367580810949,127.139869946799
명당터,서울특별시 강동구 천호대로 1053 1053,생활/편의,편의점,37.537383174692,127.128963842671
대조합기도,서울특별시 은평구 연서로18길 14 14 지하상가,운동 시설,태권도/무술학원,37.6121182521114,126.918997039552
세븐일레븐한강뚝섬,서울특별시 광진구 강변북로 2180 2180,생활/편의,편의점,37.5311926321002,127.063413117381
피지오스튜디오PT,서울특별시 강남구 압구정로28길 19 19 한익빌딩,운동 시설,요가/필라테스 학원,37.5252597555691,127.027874674988
지젤발레클라세,서울특별시 강남구 언주로30길 10 10 현대비젼21아파트,운동 시설,요가/필라테스 학원,37.4873646307762,127.051322730575
지금여기,서울특별시 강서구 마곡중앙6로 93 93 열린프라자,운동 시설,헬스장,37.5601373059004,126.837699287621
서울이티,서울특별시 마포구 동교로9길 24 24,생활/편의,슈퍼마켓,37.5550430613221,126.910299289806
핑크래빗,서울특별시 송파구 법원로 128 128 문정역SKV1,운동 시설,헬스장,37.4868458170421,127.120487144417
동진골프앤피트니스,서울특별시 영등포구 여의대방로59길 42-7 42,운동 시설,헬스장,37.5155604193205,126.921850167071
퀸강남아이스크림할인점,서울특별시 강남구 봉은사로67길 38 38 우성빌,생활/편의,슈퍼마켓,37.5141980509217,127.047834658048
이마트24R응암,서울특별시 은평구 응암로16길 20 20,생활/편의,편의점,37.5913508660629,126.919642305268
아가수유,서울특별시 강북구 도봉로67길 35 35 언양김씨회관,생활/편의,슈퍼마켓,37.6300735561396,127.022521341117
씨유용두허브리츠점,서울특별시 동대문구 왕산로26길 35 35 래미안허브리츠,생활/편의,편의점,37.5764971332684,127.036644525521
서울안심치과의원,서울특별시 노원구 노해로 482 482 덕영빌딩,의료,치과의원,37.6542780215934,127.061715804569
더메디필라테스,서울특별시 강남구 압구정로34길 32 32 성우에이치,운동 시설,요가/필라테스 학원,37.5260249587347,127.030499550004
한상드림길음뉴타운점,서울특별시 성북구 길음로9길 50 50 길음뉴타운래미안9단지,생활/편의,반찬/식료품 소매업,37.602692810963,127.020950304859
47이끌의원,서울특별시 강남구 강남대로84길 6 6,의료,피부/비뇨기과 의원,37.4964182836898,127.029198345309
톨레돗,서울특별시 성동구 송정18길 1-1 1,생활/편의,반찬/식료품 소매업,37.5531204126179,127.067992435808
새천년슈퍼,서울특별시 금천구 독산로24다길 20 20,생활/편의,슈퍼마켓,37.4543623731296,126.907221177506
세븐일레븐마포중앙도서관점,서울특별시 마포구 성산로 128 128 마포중앙도서관,생활/편의,편의점,37.5640155643134,126.90844359637
세븐일레븐청량리,서울특별시 동대문구 왕산로 239 239 힐스테이트청량리역,생활/편의,편의점,37.5830612321818,127.04818436547
이로운치과,서울특별시 강동구 성안로 156 156 우주빌딩,의료,치과의원,37.5368713966947,127.13541223778
아이스크림에빠지다신,서울특별시 성동구 금호로 107 107 래미안하이리버,생활/편의,슈퍼마켓,37.552227478752,127.02430859145
이브,서울특별시 도봉구 마들로11길 71 71 신한빌딩,운동 시설,테니스장,37.6533288054308,127.049340285975
송구칠축구센터,서울특별시 노원구 상계로27길 12 12 경인빌딩,운동 시설,요가/필라테스 학원,37.6591562973726,127.070706957691
지에스25정릉준서점,서울특별시 성북구 솔샘로5길 42 42,생활/편의,편의점,37.6100827411852,127.003295752388
아진필라테스,서울특별시 서초구 방배천로34길 2 2 J&J빌딩,운동 시설,요가/필라테스 학원,37.4891049926677,126.986951353371
백성인버터크리링,서울특별시 양천구 목동중앙서로7길 16 16,생활/편의,세탁소,37.5334043077202,126.866132734507
수펙스,서울특별시 송파구 백제고분로 446 446 송암빌딩,운동 시설,헬스장,37.5104598142752,127.112743444092
피지무브필라테스&재활운동센터,서울특별시 광진구 용마산로 53 53,운동 시설,요가/필라테스 학원,37.5584504332907,127.087565733027
달콤슈슈아이스크림,서울특별시 강서구 등촌로39길 22 22,생활/편의,슈퍼마켓,37.5457783042941,126.861165577203
세븐방이국제점,서울특별시 송파구 오금로 95 95,생활/편의,편의점,37.5137892315725,127.107692418736
유빈필라테스,서울특별시 마포구 독막로 29 29,운동 시설,요가/필라테스 학원,37.54847048992,126.916734812236
바이블치과의원,서울특별시 노원구 동일로 1085 1085 샘병원,의료,치과의원,37.6266929888708,127.072114866825
백은경내과의원,서울특별시 도봉구 도봉로 727-1 727,의료,내과/소아과 의원,37.6694678038466,127.043162262377
이마트24양천강서고점,서울특별시 양천구 목동중앙남로3길 3 3,생활/편의,편의점,37.5362438949125,126.867406188732
신도림슈퍼,서울특별시 구로구 공원로6다길 10 10 우성빌딩,생활/편의,슈퍼마켓,37.5045426663232,126.889855362525
에이스핏,서울특별시 강서구 강서로 423 423 아르디에,운동 시설,헬스장,37.5635092955077,126.839355798613
메이크코어필라테스,서울특별시 구로구 고척로60길 13 13,운동 시설,요가/필라테스 학원,37.5057989097613,126.859509243767
미미뻥상도점,서울특별시 동작구 양녕로26길 4 4,생활/편의,반찬/식료품 소매업,37.4981835371805,126.943863674107
루이빈치과의원,서울특별시 강남구 압구정로34길 11 11,의료,치과의원,37.5273763379433,127.030975250114
씨유명동,서울특별시 중구 명동길 58 58 한송빌딩,생활/편의,편의점,37.563743848092,126.985602752506
영신실업고구내매점,서울특별시 노원구 중계로16나길 13 13 영신여고/영신간호비즈니스고등학교,생활/편의,슈퍼마켓,37.6523186716539,127.08324501835
더뉴복싱,서울특별시 노원구 동일로 1379 1379 다모아빌딩,운동 시설,태권도/무술학원,37.6518007445907,127.060897854671
거츠트레이닝센터,서울특별시 성북구 고려대로 102 102,운동 시설,요가/필라테스 학원,37.5861485106616,127.03054670801
강동소리의원,서울특별시 강동구 천호대로 1053 1053 이안강동컴홈스테이1차,의료,내과/소아과 의원,37.537383174692,127.128963842671
위워시셀프빨래방,서울특별시 광진구 능동로37길 44 44,생활/편의,셀프 빨래방,37.558835795903,127.077640433656
아라한태권도장,서울특별시 동작구 여의대방로22길 121 121 보라매자이더포레스트,운동 시설,태권도/무술학원,37.4983263391686,126.925158964519
지에스25대방서울점,서울특별시 동작구 상도로 17-8 17 새문빌딩,생활/편의,편의점,37.5002528809963,126.922657753242
모트,서울특별시 용산구 이태원로54길 74 74,생활/편의,슈퍼마켓,37.5352461375975,127.000973028287
미소본한의원,서울특별시 성북구 동소문로 92 92 강윤빌딩,의료,한의원,37.5921700765982,127.015489719646
현대마트,서울특별시 마포구 월드컵로25길 26 26 영화블렌하임,생활/편의,슈퍼마켓,37.5585361109601,126.906662089025
태릉밝은안과의원,서울특별시 노원구 동일로 1005 1005 대정빌딩,의료,안과 의원,37.6199340908109,127.074521010511
야야,서울특별시 영등포구 도신로27길 1 1,운동 시설,골프 연습장,37.5079153872617,126.903547000452
지에스25골든,서울특별시 구로구 경인로 224 224 칸타빌레5차,생활/편의,편의점,37.4964833607628,126.845741730206
서울윈드서핑연맹,서울특별시 광진구 강변북로 2326 2326 뚝섬제방윈드서핑장,운동 시설,요가/필라테스 학원,37.527102052693,127.078467324097
공당,서울특별시 강서구 마곡중앙6로 45 45 리더스퀘어마곡,생활/편의,슈퍼마켓,37.5606259174506,126.832729578767
앤스포츠,서울특별시 서초구 효령로 202 202,운동 시설,요가/필라테스 학원,37.482843531245,127.006422021451
용인대헬리오태권도,서울특별시 송파구 송파대로37길 70 70,운동 시설,태권도/무술학원,37.4996552101381,127.104641330321
행복을파는아이스크림가게,서울특별시 노원구 동일로241길 53 53 두산아파트,생활/편의,슈퍼마켓,37.678023135936,127.052916116667
해피데이,서울특별시 광진구 면목로 163 163,생활/편의,슈퍼마켓,37.5678426793397,127.082188783838
응뭐지!,서울특별시 광진구 자양로5길 8 8 태솔타운,생활/편의,슈퍼마켓,37.532089151973,127.084898788322
기브미의원,서울특별시 서초구 강남대로 439 439 유화빌딩,의료,피부/비뇨기과 의원,37.5015458942186,127.025366524822
