상호명,주소,카테고리_대,카테고리_소,위도,경도
은혜사,서울특별시 송파구 백제고분로44길 12 12,생활/편의,세탁소,37.5071089965912,127.111777052106
세븐서초역사거리점,서울특별시 서초구 서초대로 248 248,생활/편의,편의점,37.4918714772901,127.008820034453
필라테스르엠,서울특별시 영등포구 신풍로 33 33 신영빌딩,운동 시설,요가/필라테스 학원,37.5003971491424,126.910081975444
애플마트,서울특별시 성동구 용답중앙길 61 61 애플마트,생활/편의,슈퍼마켓,37.5640212679238,127.052733508282
김숙희산부인과,서울특별시 광진구 광나루로 360 360,의료,산부인과 의원,37.5478754621981,127.069945372162
이치과,서울특별시 중구 세종대로20길 23 23,의료,치과의원,37.5671485734244,126.978720080888
유어쏨,서울특별시 용산구 이태원로 200 200,생활/편의,슈퍼마켓,37.5344261685949,126.996164500259
미쓰앤바운즈주,서울특별시 강남구 강남대로132길 59 59 제비,생활/편의,편의점,37.5135561962014,127.02580040741
한아름할인마트,서울특별시 양천구 목동중앙남로16다길 34 34,생활/편의,슈퍼마켓,37.5436911406675,126.863873864212
오뚜기식품,서울특별시 강서구 개화동로13길 27 27,생활/편의,슈퍼마켓,37.5784273396942,126.802157571545
필립P.T.S,서울특별시 강남구 언주로170길 16 16 외,운동 시설,헬스장,37.5267355050376,127.034991098868
이을치과의원,서울특별시 서초구 서래로1길 8 8 트윈빌,의료,치과의원,37.4962596893445,126.997749628778
제니라인발란스아카데미,서울특별시 서초구 사평대로56길 4 4,운동 시설,테니스장,37.5034565713795,127.022686823715
다이아비뇨의학과의원,서울특별시 마포구 상암산로 76 76 일부YTN뉴스퀘어,의료,피부/비뇨기과 의원,37.5791927271385,126.892315339657
낙성대탁구장,서울특별시 관악구 봉천로 602 602 반석빌딩,운동 시설,탁구장,37.4759905247393,126.963913344735
이마트24천호도서관점,서울특별시 강동구 성안로31길 42 42 꼬뜨도르,생활/편의,편의점,37.5409810836516,127.134423937491
연피부과의원,서울특별시 송파구 올림픽로 240 240 롯데마트,의료,피부/비뇨기과 의원,37.5113107817557,127.098142657562
세븐홍대클럽점,서울특별시 마포구 어울마당로 58 58 코너,생활/편의,편의점,37.5501044236016,126.921293554234
더마주피부과의원,서울특별시 강남구 영동대로 607 607 랜드마크빌딩,의료,피부/비뇨기과 의원,37.5145441495528,127.059485368693
워시팡팡셀프빨래방서울대,서울특별시 관악구 행운1길 72 72,생활/편의,셀프 빨래방,37.4818535878372,126.956471028558
이지워시셀프빨래방,서울특별시 서대문구 통일로37길 11 11,생활/편의,셀프 빨래방,37.5876890797591,126.944407923193
세븐망원동교로점,서울특별시 마포구 동교로9길 83 83,생활/편의,편의점,37.5571497308977,126.908135104948
세븐일레븐,서울특별시 강남구 논현로 720 720,생활/편의,편의점,37.516384379653,127.029907431514
삼양스포애니케이디스포츠,서울특별시 강북구 솔샘로 233 233 동북프라자,운동 시설,헬스장,37.6204245897198,127.019097622387
발걸음운동화빨래방,서울특별시 동대문구 사가정로13길 18 18,생활/편의,셀프 빨래방,37.5786957920635,127.058438244548
런드리익스프레스대학점,서울특별시 관악구 호암로26길 52 52,생활/편의,세탁소,37.470230559951,126.936559285229
호짐HOGYM,서울특별시 강남구 개포로 628 628 현대빌딩,운동 시설,헬스장,37.494096167613,127.081565115319
퀸오브주짓수,서울특별시 광진구 광나루로 388 388,운동 시설,태권도/무술학원,37.5474502834056,127.072774005994
이동근바디퍼포먼스,서울특별시 서초구 반포대로 43 43,운동 시설,헬스장,37.4842307615373,127.010843014848
위드유의원,서울특별시 강남구 남부순환로 2609 2609 하늘빌딩,의료,내과/소아과 의원,37.4849648734462,127.035095982176
새한사,서울특별시 영등포구 국제금융로 78 78 홍우빌딩,생활/편의,세탁소,37.5208732032459,126.931301549666
비지에프리테일장안관광호텔점,서울특별시 동대문구 천호대로 377 377 건물,생활/편의,편의점,37.5623414357997,127.06099473962
위니아24크린샵,서울특별시 서초구 효령로25길 21 21 골드캐슬,생활/편의,셀프 빨래방,37.4821137332288,126.993939841517
핑다이어트,서울특별시 강서구 화곡로 175 175,운동 시설,헬스장,37.5420949219028,126.841076421764
여의캐슬마트,서울특별시 영등포구 의사당대로 127 127 롯데캐슬엠파이어,생활/편의,슈퍼마켓,37.5202395581685,126.926415340645
희망마트,서울특별시 서대문구 증가로20가길 87 87,생활/편의,슈퍼마켓,37.5824039928971,126.919617958477
맛부자,서울특별시 서초구 명달로28길 68 68,생활/편의,반찬/식료품 소매업,37.4875556952516,127.0081976373
지에스25논현미래점,서울특별시 강남구 강남대로112길 20 20,생활/편의,편의점,37.5055101707325,127.026046453655
제일홈마트,서울특별시 금천구 시흥대로30길 7 7 마트,생활/편의,슈퍼마켓,37.4426920062451,126.904410507117
김연진의퓨린피부과의원,서울특별시 서초구 잠원로 24 24 반포동반포자이프라자,의료,피부/비뇨기과 의원,37.5071164188313,127.009873661054
바디채널등촌,서울특별시 강서구 공항대로 525 525 비원오피스텔,운동 시설,요가/필라테스 학원,37.5515404538222,126.865285498402
스윗피티샵,서울특별시 은평구 응암로13길 2 2,운동 시설,헬스장,37.5899883602111,126.916745194552
척주ON홈케어,서울특별시 강남구 압구정로30길 17 17 이소니프라자,운동 시설,요가/필라테스 학원,37.5263315381645,127.029560701174
다짐필라테스남영역점,서울특별시 용산구 청파로 247 247 애전빌딩,운동 시설,요가/필라테스 학원,37.541720623357,126.970399278311
화이트365,서울특별시 중랑구 숙선옹주로 45 45 E편한세상화랑대,생활/편의,세탁소,37.615621892351,127.082739707302
아이골프존서울대지점,서울특별시 관악구 남부순환로 1777-7 1777 프라비다M,운동 시설,골프 연습장,37.4824446853508,126.947674372843
다맛나푸드,서울특별시 성북구 아리랑로5길 92 92 돈암동해피트리아파트,생활/편의,반찬/식료품 소매업,37.5984594487857,127.011550324465
행복세탁소,서울특별시 은평구 서오릉로13길 5 5,생활/편의,세탁소,37.6122857321817,126.913764273361
유달산미니슈퍼,서울특별시 금천구 남부순환로112길 60 60,생활/편의,슈퍼마켓,37.4771727083792,126.892721923805
지에스25면목역점,서울특별시 중랑구 겸재로 169-1 169,생활/편의,편의점,37.5882831578647,127.086491084614
케이휘트니스1,서울특별시 강서구 방화동로 93 93,운동 시설,헬스장,37.5688666317959,126.812483470243
다원재,서울특별시 관악구 남현길 68 68,생활/편의,세탁소,37.4738852069133,126.975863769236
세븐관악대학촌점,서울특별시 관악구 서림3길 70 70,생활/편의,편의점,37.4714764244006,126.941340104204
금비뇨기과,서울특별시 종로구 종로 33 33 그랑서울,의료,피부/비뇨기과 의원,37.5709602428587,126.981435720286
리빙그린마켓,서울특별시 종로구 돈화문로 45 45 이화빌딩,생활/편의,세탁소,37.5723669406336,126.991385559374
라리토숨,서울특별시 강남구 압구정로30길 17 17 이소니프라자,운동 시설,요가/필라테스 학원,37.5263315381645,127.029560701174
삼호슈퍼,서울특별시 서대문구 독립문로 10 10 독립문삼호아파트,생활/편의,슈퍼마켓,37.5693595397208,126.958197306996
아이파크세탁,서울특별시 강남구 언주로 615 615 논현아이파크,생활/편의,세탁소,37.5105441111104,127.036205078746
업소명없음,서울특별시 종로구 종로 304 304,생활/편의,슈퍼마켓,37.5716729251759,127.01153486667
크린업24,서울특별시 노원구 한글비석로24길 77 77 일부,생활/편의,세탁소,37.6637043121088,127.073873387501
위드짐,서울특별시 관악구 대학5길 8 8,운동 시설,헬스장,37.4691772702778,126.93824451836
바른손치과의원,서울특별시 강동구 고덕로 380 380 고덕아르테온아파트,의료,치과의원,37.5564801104616,127.168132599741
세븐대치11호점주,서울특별시 강남구 테헤란로104길 12 12,생활/편의,편의점,37.5082702853592,127.064943220303
GS25광진팰리스,서울특별시 광진구 뚝섬로34길 67 67 광진트라팰리스,생활/편의,편의점,37.5316854635372,127.068289757674
삼성코인벤딩,서울특별시 성북구 화랑로14길 5 5,생활/편의,슈퍼마켓,37.6012984481945,127.045308434348
코인워시24시빨래터'까치산역점',서울특별시 강서구 강서로17길 48 48,생활/편의,세탁소,37.5326912365425,126.843132876875
브랜뉴짐,서울특별시 서초구 방배로 174 174,운동 시설,헬스장,37.4891775898862,126.993057299136
더멋짐,서울특별시 송파구 위례송파로 77 77 우성어반타워,운동 시설,요가/필라테스 학원,37.4854338214886,127.142453908224
연세더블유산부인과의원,서울특별시 성동구 왕십리로 327 327,의료,산부인과 의원,37.5623885577975,127.033219461812
지에스25개봉로점,서울특별시 구로구 개봉로17나길 88 88,생활/편의,편의점,37.4941741876529,126.850733339989
유주필라테스,서울특별시 강남구 봉은사로43길 8 8,운동 시설,요가/필라테스 학원,37.5097950706692,127.039948472296
아이스포츠,서울특별시 동대문구 전농로23길 26 26,운동 시설,태권도/무술학원,37.5800853058273,127.054284500531
씨유성내새빛점,서울특별시 강동구 천호옛12길 18 18,생활/편의,편의점,37.534719985614,127.125463170045
지에스25종암타운점,서울특별시 성북구 종암로28길 38 38,생활/편의,편의점,37.6015004309367,127.034120140802
세븐신림라이프점주,서울특별시 관악구 문성로16길 20 20 외,생활/편의,편의점,37.4767030867917,126.913343729335
다비드짐휘트니스,서울특별시 마포구 월드컵북로 109 109,운동 시설,헬스장,37.56290219487,126.913572221251
해성합기도,서울특별시 강동구 아리수로93길 27 27 강일타워,운동 시설,태권도/무술학원,37.5656169920933,127.17381256359
메디스캔의원,서울특별시 서초구 강남대로 369 369 에이플러스에셋타워,의료,방사선 진단/병리 검사 의원,37.4956526671254,127.028214224595
이마트24영등포미진점,서울특별시 영등포구 버드나루로 87 87 미진오피스텔,생활/편의,편의점,37.5259665987217,126.908727687815
제이닥터골프,서울특별시 종로구 세검정로7길 19 19,운동 시설,골프 연습장,37.6026430488113,126.960613453673
인네이트주짓수,서울특별시 중구 난계로 167 167,운동 시설,태권도/무술학원,37.5664093675423,127.023339765719
달콤마켓,서울특별시 강남구 남부순환로 2917 2917 청실종합상가,생활/편의,슈퍼마켓,37.4931634530126,127.059163093631
화이트365도봉점,서울특별시 도봉구 도봉로180길 28 28 도봉투웨니퍼스트2단지,생활/편의,세탁소,37.6828907202994,127.047511983138
이마트24번동,서울특별시 강북구 도봉로102길 64 64,생활/편의,편의점,37.6404414565851,127.032914278873
신세기,서울특별시 구로구 구로동로26길 11 11,생활/편의,슈퍼마켓,37.4905182887374,126.884900646962
에이아이의원,서울특별시 동작구 동작대로 137 137 서송타워,의료,피부/비뇨기과 의원,37.4889331486667,126.981987481438
지에스25대치학여울,서울특별시 강남구 영동대로 213 213,생활/편의,편의점,37.4978255328701,127.068654714032
크린토피아망우점,서울특별시 중랑구 용마산로96길 5 5,생활/편의,세탁소,37.5904996539091,127.097952158822
중화탁구클럽올인,서울특별시 중랑구 동일로143길 12 12,운동 시설,탁구장,37.6054079684809,127.077903986283
북한산광장,서울특별시 은평구 북한산로 348 348,생활/편의,슈퍼마켓,37.658047853493,126.945874111482
세븐일레븐종로내자점,서울특별시 종로구 사직로 112 112,생활/편의,편의점,37.5757875305726,126.971234829657
민에스의원,서울특별시 서초구 효령로60길 21 21 제일빌딩,의료,기타 의원,37.4845270758427,127.018927297689
태승엔터테인먼트,서울특별시 강남구 학동로33길 7 7 이룸빌딩,운동 시설,태권도/무술학원,37.5152303983469,127.03254249447
지에스25종로효제점,서울특별시 종로구 김상옥로 56 56,생활/편의,편의점,37.573349274863,127.003905415316
바름PT필라테스,서울특별시 강남구 압구정로79길 75 75,운동 시설,요가/필라테스 학원,37.5259447970581,127.053283651031
알렌정이비인후과의원,서울특별시 강동구 성내로 40 40 동흔빌딩,의료,이비인후과 의원,37.5288914555375,127.124570968527
동이그릇이야기,서울특별시 중구 남대문시장4길 3 3 중앙상가,생활/편의,슈퍼마켓,37.5600755685074,126.977726105498
아시안푸드,서울특별시 영등포구 버드나루로 109 109 현대뉴스타오피스텔,생활/편의,반찬/식료품 소매업,37.5277949805158,126.907888286796
류의원,서울특별시 광진구 광나루로56길 63 63 현대프라임아파트,의료,내과/소아과 의원,37.5367837406403,127.096162048795
에이원골프아카데미,서울특별시 구로구 연동로 197 197,운동 시설,골프 연습장,37.4788093162887,126.822703021013
지에스25수유,서울특별시 강북구 수유로 13 13,생활/편의,편의점,37.6322637075129,127.018137688817
번잇업,서울특별시 도봉구 도봉로 476 476 삼성쉐르빌퍼스티,운동 시설,요가/필라테스 학원,37.6478740474357,127.03475323648
느루요가,서울특별시 용산구 백범로99길 58 58 한길빌딩,운동 시설,요가/필라테스 학원,37.5358466614307,126.972721046644
보스톤치과,서울특별시 동대문구 장한로 3 3 승원빌딩,의료,치과의원,37.5621323047926,127.064571166229
엘할인마트,서울특별시 송파구 백제고분로33길 25 25 디에스빌딩,생활/편의,슈퍼마켓,37.5049583205537,127.098598039208
스마일디치과교정과치과의원,서울특별시 강남구 도산대로 122 122 에메랄드타워,의료,치과의원,37.5168456034694,127.022136612709
석비뇨기과의원,서울특별시 강북구 삼양로 161 161,의료,피부/비뇨기과 의원,37.6183880117384,127.021124611028
요가，댄스,서울특별시 관악구 인헌6길 15 15,운동 시설,요가/필라테스 학원,37.4737746315448,126.965904091719
홀인원의원,서울특별시 금천구 벚꽃로 298 298 대륭포스트타워6차,의료,피부/비뇨기과 의원,37.4814441360817,126.883874400754
쉬즈한의원,서울특별시 송파구 올림픽로35길 137 137,의료,한의원,37.5159316755592,127.09964180833
자스민치과,서울특별시 강남구 선릉로86길 17 17 선릉M,의료,치과의원,37.5035648396196,127.051073699399
롯데쇼핑롯데슈퍼주,서울특별시 강남구 봉은사로103길 5 5,생활/편의,슈퍼마켓,37.5150206972767,127.06140865547
초록마을,서울특별시 영등포구 여의대방로 65 65,생활/편의,슈퍼마켓,37.4973540443804,126.913150243953
퍼포먼스피지오트레이닝센터,서울특별시 송파구 법원로 128 128 문정에스케이브이원지엘메트로시티,운동 시설,헬스장,37.4868458170421,127.120487144417
세븐일레븐성수아크벨리점,서울특별시 성동구 성수이로22길 37 37 아크벨리지식산업센터,생활/편의,편의점,37.543924877238,127.061307884465
화이트,서울특별시 마포구 월드컵로32길 35 35,생활/편의,세탁소,37.5630139697086,126.906543318042
주아킹면목,서울특별시 중랑구 사가정로50길 102 102,생활/편의,편의점,37.5767884047521,127.083828776079
광장사,서울특별시 마포구 마포대로4라길 30-7 30 마포쌍용황금아파트,생활/편의,세탁소,37.5369095975595,126.945871272738
백양세탁소,서울특별시 광진구 자양로22길 19 19,생활/편의,세탁소,37.5396579059282,127.084409511597
연화정주,서울특별시 종로구 인사동길 15-3 15,생활/편의,반찬/식료품 소매업,37.5721412363366,126.986518044929
대림,서울특별시 영등포구 대림로 251 251,생활/편의,편의점,37.503007535773,126.89602124649
씨유중구,서울특별시 중구 퇴계로 105 105,생활/편의,편의점,37.5608693888243,126.983464174177
티스치과의원,서울특별시 강남구 역삼로 310 310 한솔필리아,의료,치과의원,37.4992321172872,127.048424478495
스타스크린골프,서울특별시 영등포구 양산로9길 11 11 더라임,운동 시설,골프 연습장,37.5263907461958,126.888522259832
방배탁구장,서울특별시 서초구 방배로19길 17 17,운동 시설,탁구장,37.4849879627179,126.994177050042
서울디테일구강내과치과의원,서울특별시 송파구 오금로 101 101,의료,치과의원,37.5132123628578,127.107940430757
온더휘트니스,서울특별시 영등포구 문래로26길 6 6 벽산메가트리움,운동 시설,헬스장,37.5183623534,126.897979496802
마포탁구클럽,서울특별시 마포구 만리재옛길 32 32,운동 시설,탁구장,37.5468699288363,126.956206930133
이든필라테스&자이로토닉,서울특별시 성동구 금호로 15 15 서울숲푸르지오1차,운동 시설,요가/필라테스 학원,37.5438214872084,127.022665103038
JPGYM,서울특별시 강남구 선릉로157길 14-3 14,운동 시설,헬스장,37.526400991504,127.038656337056
블루오피스주,서울특별시 성북구 종암로19다길 9 9,생활/편의,슈퍼마켓,37.5994295490098,127.028887509805
플러스마트,서울특별시 관악구 신림로64길 49 49,생활/편의,슈퍼마켓,37.485401339901,126.932555173219
기분좋은한방병원,서울특별시 동작구 여의대방로22길 98 98,의료,한방병원,37.4977588915091,126.92545355499
GS25정릉아리랑점,서울특별시 성북구 아리랑로19나길 4 4,생활/편의,편의점,37.6023608157034,127.010735568017
세븐한양대공학관점,서울특별시 성동구 왕십리로 222 222 신소재공학관,생활/편의,편의점,37.554500303914,127.0466155153
이마트24게이트웨이점,서울특별시 용산구 후암로 107 107 게이트웨이타워,생활/편의,편의점,37.5534613887647,126.973563405144
필치과병원,서울특별시 서초구 방배로 245 245 현대클리닉빌딩,의료,치과병원,37.4947635143774,126.9888614501
지에스25중구중림점,서울특별시 중구 중림로 42-1 42,생활/편의,편의점,37.557514450342,126.967812608057
더클래스골프스튜디오,서울특별시 송파구 양재대로62길 33 33,운동 시설,골프 연습장,37.4970638506,127.119881590841
더런드리목동중앙,서울특별시 양천구 목동중앙남로14가길 49 49,생활/편의,셀프 빨래방,37.5421965126957,126.86477049232
대영상회,서울특별시 은평구 불광로 9 9,생활/편의,반찬/식료품 소매업,37.6095919298111,126.927380673597
선한사랑과자점,서울특별시 관악구 시흥대로 572 572,생활/편의,슈퍼마켓,37.4838939514183,126.90280904519
운동연구소,서울특별시 성동구 독서당로 212 212 동호빌딩,운동 시설,헬스장,37.5433993140448,127.014404649818
참바른정형외과의원,서울특별시 종로구 무교로 39 39,의료,외과 의원,37.5694912367719,126.979138234447
모어겐필라테스,서울특별시 송파구 가락로 54 54 광명빌딩,운동 시설,요가/필라테스 학원,37.4993779490552,127.102300008671
바른이고른이교정연구센터,서울특별시 관악구 남부순환로 1607 1607,의료,치과의원,37.4844263207154,126.929254518947
클린업피부과,서울특별시 영등포구 영중로 35 35,의료,피부/비뇨기과 의원,37.5192600765375,126.904844575941
지에스25문래그랜드점,서울특별시 영등포구 선유로9나길 22 22 전일빌딩,생활/편의,편의점,37.5157744575253,126.885925134765
와인스탑,서울특별시 관악구 남부순환로246길 19 19,생활/편의,슈퍼마켓,37.4756122481534,126.964399653906
담꾹까치산역점,서울특별시 강서구 강서로 40 40,생활/편의,반찬/식료품 소매업,37.5315251765307,126.84712905851
서울에스가정의학과의원,서울특별시 동작구 동작대로 121 121 경원빌딩,의료,기타 의원,37.4874825052091,126.98185214485
철인헬스클럽,서울특별시 은평구 통일로 903 903,운동 시설,헬스장,37.6236152516104,126.919573604201
광명휘트니스,서울특별시 광진구 면목로17길 40 40 동방프라자,운동 시설,헬스장,37.5709158613094,127.081048873779
크린토피아수유지사,서울특별시 강북구 수유로 62 62 수유동외,생활/편의,세탁소,37.6357231181117,127.020427088672
센터맨남성의원,서울특별시 성동구 고산자로 255 255 TOWER,의료,피부/비뇨기과 의원,37.5625860535552,127.035698282418
핀필라테스,서울특별시 강동구 동남로73길 13 13,운동 시설,요가/필라테스 학원,37.5527403182296,127.15546057033
팬텀짐,서울특별시 강서구 공항대로 236 236,운동 시설,헬스장,37.5585370519451,126.83375284956
세븐일레븐마포홍익점,서울특별시 마포구 홍익로6길 52 52,생활/편의,편의점,37.5563053177092,126.92439933517
스포에듀,서울특별시 은평구 통일로 1010 1010 비,운동 시설,수영장,37.6327956190391,126.918578083735
백양세탁소,서울특별시 금천구 시흥대로101길 38 38,생활/편의,세탁소,37.4645160830798,126.895588520046
K.에어로빅,서울특별시 관악구 난곡로 276 276,운동 시설,요가/필라테스 학원,37.4786417381932,126.915387829582
크린토피아코인워시성산,서울특별시 마포구 월드컵로25길 26 26 영화블렌하임,생활/편의,셀프 빨래방,37.558526814137,126.906299931095
지에스25삼각산선경점,서울특별시 강북구 삼양로19길 206 206 선경빌딩,생활/편의,편의점,37.6194250213036,127.0154953723
씨유용산해방촌,서울특별시 용산구 신흥로18길 4 4,생활/편의,편의점,37.5457059009605,126.985832539491
영등포농협하나로마트남구로지점,서울특별시 구로구 도림로 90 90,생활/편의,슈퍼마켓,37.4903821365529,126.893438023233
웰마트,서울특별시 노원구 노원로 532 532 상계주공9단지,생활/편의,슈퍼마켓,37.6646132570128,127.059820267443
지에스리테일도곡주,서울특별시 강남구 선릉로 221 221 도곡렉슬,생활/편의,슈퍼마켓,37.4942129672526,127.049732975978
백미사세탁소,서울특별시 중구 퇴계로90길 49 49,생활/편의,세탁소,37.5630849943625,127.021754139855
세븐일레븐,서울특별시 관악구 남현1길 66 66,생활/편의,편의점,37.4757152139233,126.981120145995
GS25신현대점,서울특별시 강남구 압구정로 151 151 신현대상가,생활/편의,편의점,37.5267832083223,127.024447401691
우주팡아이스크림,서울특별시 중랑구 양원역로 23 23,생활/편의,슈퍼마켓,37.6026004015455,127.10778633827
크로스핏마루,서울특별시 종로구 대학로8가길 36 36,운동 시설,헬스장,37.5824853949236,127.002468071214
소리앤봄한의원,서울특별시 마포구 백범로31길 7 7 공덕SK리더스뷰1단지,의료,한의원,37.5452181245588,126.948807370857
동국식품슈퍼,서울특별시 송파구 송이로10길 8 8,생활/편의,슈퍼마켓,37.5022484979324,127.116010791643
세븐일레븐상도등용점,서울특별시 동작구 상도로15길 73 73,생활/편의,편의점,37.5037923731139,126.935207682538
고마워휘트니스,서울특별시 서초구 서초중앙로 166 166,운동 시설,헬스장,37.496574314589,127.013298731925
골프아카데미,서울특별시 강남구 남부순환로391길 15 15 스윙파크,운동 시설,요가/필라테스 학원,37.4930835168686,127.056810983697
연세여우치과의원,서울특별시 마포구 양화로 165 165 상진빌딩,의료,치과의원,37.5572148217255,126.923617501875
씨유노량진스타합격,서울특별시 동작구 장승배기로 135 135,생활/편의,편의점,37.5096694444319,126.939975599794
GS25S6이태원역,서울특별시 용산구 이태원로 177 177 이태원역,생활/편의,편의점,37.5344801239879,126.993720637496
셀프빨래방,서울특별시 동작구 등용로14길 72 72,생활/편의,셀프 빨래방,37.512406147632,126.935516940411
안성렬성형외과피부과,서울특별시 강남구 도산대로 116 116,의료,피부/비뇨기과 의원,37.5166024474827,127.021514410208
스포애니케이디스포츠,서울특별시 도봉구 도봉로 468 468 흥일빌딩,운동 시설,헬스장,37.6473876292784,127.034367746614
씨유연세,서울특별시 서대문구 연대동문길 26 26,생활/편의,편의점,37.5635871974716,126.943814635112
대명탁구장,서울특별시 구로구 경인로35길 56 56,운동 시설,탁구장,37.4993584687695,126.853527617202
미유치과의원,서울특별시 서초구 강남대로 439 439 유화빌딩,의료,치과의원,37.5015458942186,127.025366524822
덕수재활의학과의원,서울특별시 중구 중림로 37 37,의료,기타 의원,37.557955842779,126.967461569035
지에스25용강햇살점,서울특별시 마포구 대흥로 14 14 일부호,생활/편의,편의점,37.542338376188,126.937278995616
오마트,서울특별시 은평구 통일로 796 796 북한산현대힐스테이트7차,생활/편의,슈퍼마켓,37.6163393228751,126.925754414548
어센트스포츠,서울특별시 강남구 영동대로 210 210 쌍용대치,운동 시설,요가/필라테스 학원,37.498860087762,127.071358461523
씨유등촌,서울특별시 강서구 화곡로64길 86 86,생활/편의,편의점,37.5556398792654,126.85751441264
GS25월계,서울특별시 노원구 월계로 370 370 희성프라자,생활/편의,편의점,37.6309789286847,127.061028134452
앙센운동스튜디오,서울특별시 구로구 경인로63길 11 11 신도림크라운빌2차,운동 시설,요가/필라테스 학원,37.5076287043255,126.885224994606
모우림의원,서울특별시 강남구 논현로 868 868 구정빌딩,의료,피부/비뇨기과 의원,37.5260794255463,127.028881827846
유성슈퍼,서울특별시 강서구 강서로 318-8 318 두리빌딩,생활/편의,슈퍼마켓,37.5541183095067,126.837452047888
지에스25용마파크,서울특별시 중랑구 용마산로 248 248,생활/편의,편의점,37.5751992521578,127.088490966943
더건강의원,서울특별시 강남구 봉은사로38길 12 12 한림빌딩,의료,피부/비뇨기과 의원,37.5074352287686,127.037538167047
크린토피아연희,서울특별시 서대문구 연희로 82 82 브라운스톤연희,생활/편의,세탁소,37.5652287343392,126.930162912929
봄봄소아청소년과의원,서울특별시 마포구 고산18길 13 13,의료,내과/소아과 의원,37.5538211885772,126.945519530963
지에스리테일GS수퍼종로평창점주,서울특별시 종로구 평창문화로 75 75 글로리아타운,생활/편의,슈퍼마켓,37.606862186935,126.969014468635
자마이카필라테스;골프용품,서울특별시 강서구 화곡로 142 142 메가박스,운동 시설,요가/필라테스 학원,37.5405674810485,126.837583305676
성지마트,서울특별시 송파구 송파대로36가길 13 13,생활/편의,슈퍼마켓,37.5002488669906,127.115397012258
이웃사랑소아청소년과의원,서울특별시 강서구 방화대로 294 294 마곡더블유타워,의료,내과/소아과 의원,37.5669997276526,126.817049734702
서울부부치과,서울특별시 노원구 동일로 1392 1392,의료,치과의원,37.6530528927804,127.06131816605
씨유성수2가점,서울특별시 성동구 성덕정길 76 76,생활/편의,편의점,37.537865658227,127.051900426981
연세탑치과의원,서울특별시 은평구 불광로 15 15,의료,치과의원,37.6099616476527,126.927889965621
형제상회,서울특별시 마포구 도화4길 29 29,생활/편의,슈퍼마켓,37.5406782159741,126.951480839055
아산현소아청소년과의원,서울특별시 송파구 양산로 12 12 세신거여훼미리타운,의료,내과/소아과 의원,37.4899104622609,127.143581844876
스누피부과의원,서울특별시 성동구 아차산로 42 42 정명빌딩,의료,피부/비뇨기과 의원,37.5464353619205,127.049100006678
씨유안암학사점,서울특별시 성북구 안암로 145 145 기숙사,생활/편의,편의점,37.5886980182971,127.031691309081
크린토피아미아삼각산아이원점,서울특별시 강북구 삼양로19길 65 65,생활/편의,세탁소,37.6159376621644,127.019141780766
세븐서초내곡점,서울특별시 서초구 청계산로 189 189,생활/편의,편의점,37.4482589365854,127.055353122778
지에스25암사,서울특별시 강동구 상암로17길 42 42 암사동와이씨빌딩,생활/편의,편의점,37.5501554298728,127.132493969361
약손명가,서울특별시 강남구 역삼로 114 114 현죽빌딩,운동 시설,태권도/무술학원,37.4932100675571,127.031650918863
지에스리테일주,서울특별시 서초구 잠원로8길 25 25 대림단지,생활/편의,슈퍼마켓,37.5143603340775,127.011639151363
은혜세탁소,서울특별시 송파구 성내천로18길 12-1 12,생활/편의,세탁소,37.4982376140922,127.142048496897
지에스25강남쥬비스점,서울특별시 강남구 삼성로 434 434,생활/편의,편의점,37.5056971866577,127.05766877717
동안상회,서울특별시 중구 마른내로 113 113,생활/편의,반찬/식료품 소매업,37.564690770796,127.000543299236
OK마트,서울특별시 강동구 진황도로27길 14 14,생활/편의,슈퍼마켓,37.5389387149702,127.131851804021
강남로미모의원,서울특별시 강남구 테헤란로 107 107 메디타워,의료,피부/비뇨기과 의원,37.4986799206533,127.028746875381
크린토피아서대문지사,서울특별시 마포구 월드컵북로 199 199 선우빌딩,생활/편의,세탁소,37.5684469687762,126.906536530381
대치퍼스트정형외과의원,서울특별시 강남구 남부순환로 2927 2927 대치클래시아,의료,외과 의원,37.4936764262252,127.060350839001
굿샵,서울특별시 마포구 동교로 60-1 60,생활/편의,슈퍼마켓,37.5532581180891,126.909033925051
라이프세이빙,서울특별시 노원구 한글비석로47길 71-1 71,운동 시설,요가/필라테스 학원,37.6609244861716,127.066821303581
건정테크,서울특별시 서초구 신반포로45길 26 26 동화빌딩,의료,방사선 진단/병리 검사 의원,37.5117284939798,127.018707949777
그린슈즈,서울특별시 은평구 갈현로23길 24-1 24,생활/편의,세탁소,37.6176992356927,126.911821145284
태양슈퍼,서울특별시 강동구 양재대로124길 25 25,생활/편의,슈퍼마켓,37.5430156127577,127.143547841209
준실내테니스아카데미,서울특별시 성북구 화랑로 299 299 석계역한일노벨리아시티,운동 시설,테니스장,37.61365305583,127.060810101942
아르케의원,서울특별시 강남구 강남대로 334 334 에셈타워,의료,내과/소아과 의원,37.4929851250091,127.03047480193
동묘뜰정신건강의학과의원,서울특별시 종로구 종로 344 344,의료,신경/정신과 의원,37.5727175471041,127.016085647156
우리들의줄넘기천국,서울특별시 노원구 한글비석로48길 28 28,운동 시설,태권도/무술학원,37.665420050185,127.067403368058
한국아마추어골프협회,서울특별시 강남구 개포로31길 15-3 15,운동 시설,요가/필라테스 학원,37.4798782266017,127.049022506592
